_MK_,MK34567,Roo Kids On The Block,278,6457,6735,12,78,90,608,1693,4344,31
AmbaLaBamba,x-Kohaku,Dabaholics Anonymous,148,7746,7894,2,125,127,723,1810,5234,35
AppleKratue,AppleKratue,My Waifu Is Still Better Than Yours,95,7022,7117,3,127,130,533,1751,4703,32
Arturia,syaoran369,My Waifu Is Still Better Than Yours,385,20203,20588,1,397,398,1636,4908,13646,70
Ashbo82,Bungles--Finger,My Drinking Team Has A Trophy Problem,245,7802,8047,10,163,173,1084,1866,4924,39
AshtimusPrime,Asher1985,Game of Moans: The Second Coming,37,8618,8655,1,139,140,768,2170,5577,37
Attack-Trik,Attack-Trik,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,175,12246,12421,4,192,196,906,3048,8271,46
Azoth658,Azoth658,Game of Moans: The Second Coming,144,15778,15922,6,189,195,1156,3346,11225,53
Bic80,Bic80,The Backdoor Bandits,166,11746,11912,4,210,214,1117,3145,7436,47
bigdrama,bigdrama,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,244,13138,13382,9,239,248,1179,3021,8934,50
BinkUncia,BinkUncia,My Drinking Team Has A Trophy Problem,309,10091,10400,8,148,156,921,2589,6734,42
Blaze Naruto Shippuden,Leo_the_Lion25,Mighty Morphin Trophy Rangers,1259,14459,15718,41,264,305,1795,4104,9514,61
BreadSkin,BreadSkin,TBC,201,22037,22238,7,448,455,1981,5155,14647,76
broadsword93,broadsword93,Started from the bottom... and still sofa king here,130,8046,8176,4,139,143,614,1771,5648,35
C-IRVINE-94,C-IRVINE-94,The Backdoor Bandits,158,12425,12583,6,210,216,1023,2957,8387,47
Carbon_lancer,Carbon_lancer,To Infinity and Beyond,30,11331,11361,0,113,113,823,2428,7997,41
CatNZ,korncat666,Snakes in the Grass,2007,12331,14338,64,235,299,1408,3839,8792,55
cbchaos67,cbchaos67,The Backdoor Bandits,196,13572,13768,9,219,228,984,3247,9309,49
clayser,clayser,THS,498,4612,5110,9,70,79,428,1252,3351,27
Combatting,Combatting,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,214,11294,11508,6,180,186,980,2718,7624,44
DaEastside,Da-Eastside,Roo Kids On The Block,1436,19551,20987,57,386,443,2036,4765,13743,74
DaFaztFingaz,DaFaztFingaz,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,72,4914,4986,2,78,80,336,1061,3509,26
