tuffmuff,1768,15
tuffmuff,1770,12
broadsword93,4456,58
genolas77,6050,26
genolas77,6053,40
genolas77,4788,20
kinjall,4456,58
leptonic,5562,18
TrophyDad,7907,6
lion1325478,5977,28
