_MK_,MK34567,Roo Kids On The Block,181,6457,6638,7,78,85,565,1673,4315,31
AmbaLaBamba,x-Kohaku,Dabaholics Anonymous,92,7746,7838,2,125,127,722,1801,5188,35
AppleKratue,AppleKratue,My Waifu Is Still Better Than Yours,59,7022,7081,2,127,129,528,1738,4686,32
Arturia,syaoran369,My Waifu Is Still Better Than Yours,240,20203,20443,0,397,397,1627,4868,13551,69
Ashbo82,Bungles--Finger,My Drinking Team Has A Trophy Problem,183,7802,7985,8,163,171,1059,1854,4901,38
AshtimusPrime,Asher1985,Game of Moans: The Second Coming,21,8618,8639,0,139,139,767,2168,5565,37
Attack-Trik,Attack-Trik,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,60,12246,12306,2,192,194,891,3022,8199,46
Azoth658,Azoth658,Game of Moans: The Second Coming,115,15778,15893,6,189,195,1153,3337,11208,53
Bic80,Bic80,The Backdoor Bandits,141,11746,11887,4,210,214,1115,3133,7425,47
bigdrama,bigdrama,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,162,13138,13300,8,239,247,1167,2992,8894,50
BinkUncia,BinkUncia,My Drinking Team Has A Trophy Problem,244,10091,10335,7,148,155,919,2583,6678,42
Blaze Naruto Shippuden,Leo_the_Lion25,Mighty Morphin Trophy Rangers,728,14459,15187,29,264,293,1703,3967,9224,59
BreadSkin,BreadSkin,TBC,98,22037,22135,3,448,451,1953,5122,14609,76
broadsword93,broadsword93,Started from the bottom... and still sofa king here,60,8046,8106,2,139,141,603,1743,5619,34
C-IRVINE-94,C-IRVINE-94,The Backdoor Bandits,153,12425,12578,6,210,216,1023,2957,8382,47
Carbon_lancer,Carbon_lancer,To Infinity and Beyond,28,11331,11359,0,113,113,822,2427,7997,41
CatNZ,korncat666,Snakes in the Grass,1118,12331,13449,43,235,278,1257,3627,8287,52
cbchaos67,cbchaos67,The Backdoor Bandits,124,13572,13696,6,219,225,969,3226,9276,49
clayser,clayser,THS,420,4612,5032,9,70,79,423,1229,3301,27
Combatting,Combatting,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,176,11294,11470,4,180,184,966,2707,7613,44
DaEastside,Da-Eastside,Roo Kids On The Block,820,19551,20371,32,386,418,1844,4582,13527,71
DaFaztFingaz,DaFaztFingaz,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,28,4914,4942,1,78,79,333,1049,3481,25
Dark_Adonis,Dark_Adonis,Started from the bottom... and still sofa king here,68,21049,21117,1,309,310,1446,4489,14872,67
Dark_Raven666,Dark_Raven666,Super Gamindustri 64,1,21140,21141,0,417,417,1775,5087,13862,72
Darth_Krid,Darth_Krid,Snakes in the Grass,1382,15455,16837,46,341,387,2160,4637,9653,67
Deceiver,XxDecieverxX,Super Gamindustri 64,195,7462,7657,6,125,131,507,1741,5278,33
Dino_Roar,Dino_Roar,Started from the bottom... and still sofa king here,254,15632,15886,8,342,350,1842,4157,9537,62
DISCOKING,DISCOKING,People Doing Casual Things,0,11604,11604,0,218,218,920,2655,7811,45
diskdocx,diskdocx,Hail to the Ping Baby,253,23791,24044,7,517,524,2884,6231,14405,88
djhmetfan2,TrophyDad,Mighty Morphin Trophy Rangers,510,33400,33910,14,550,564,3526,8579,21241,112
Dolken,Dolken_swe,THS,142,13066,13208,9,166,175,1075,3143,8815,48
DPatriot,DPatriot,THS,130,7037,7167,2,132,134,498,1501,5034,32
DrHambone,DrHambone,Who Needs Platinum's When You Can Get Lots of Bronzes?,112,9364,9476,4,116,120,829,2047,6480,38
Eric-B14,bubman2,The Leftovers,82,8903,8985,1,108,109,548,1841,6487,35
esstee11,esstee11,Started from the bottom... and still sofa king here,612,3551,4163,17,76,93,552,946,2572,26
fancyfox,Fancy_Fox,My Waifu Is Still Better Than Yours,160,15107,15267,5,260,265,1028,3213,10761,53
finally a devil,John_Smith2010,Lord of the Pings,67,5813,5880,2,67,69,313,1049,4449,27
fisty123,fisty123,My Waifu Is Still Better Than Yours,845,16238,17083,32,306,338,2032,4364,10349,66
Foxyfox,Belle_Arelle,The Trophy Avengers,407,4738,5145,17,80,97,572,1145,3331,28
frosteeeh21,frosteeeh21,The Leftovers,62,11033,11095,3,95,98,613,2462,7922,39
funkyweed,funkyweed,TBC,30,8381,8411,1,156,157,951,2206,5097,38
Fynn84,Infynnity84,Team Sleep,0,1746,1746,0,18,18,124,379,1225,15
Gage,ggamer15,Snakes in the Grass,413,29456,29869,19,570,589,3629,7532,18119,106
Gashead-64,Gashead-64,Lord of the Pings,87,3173,3260,1,51,52,304,823,2081,21
GAZDAN,GAZDAN,My Drinking Team Has A Trophy Problem,200,16258,16458,6,354,360,1722,4388,9988,63
GearsOfTheDead,GearsOfTheDead,Lord of the Pings,94,3271,3365,2,56,58,340,759,2208,22
genolas77,genolas77,Started from the bottom... and still sofa king here,336,14027,14363,12,269,281,1359,3503,9220,54
guylian,guylian,Team Sleep,40,8140,8180,2,128,130,676,1861,5513,35
HaoleDave,HaoleDave,The Leftovers,129,6271,6400,5,104,109,526,1894,3871,31
Haptism,Izularia,Super Gamindustri 64,141,12478,12619,5,221,226,1136,3226,8031,49
hBLOXs,hBLOXs,Who Needs Platinum's When You Can Get Lots of Bronzes?,140,8004,8144,3,164,167,844,1753,5380,37
HellCu3ED,HellCu3ED,To Infinity and Beyond,135,11955,12090,4,251,255,1047,2756,8032,47
honda hoe,HondaHoe,People Doing Casual Things,6,6656,6662,0,147,147,730,1919,3866,33
I Bleed Green,Quickie_Lindsay,Who Needs Platinum's When You Can Get Lots of Bronzes?,24,8130,8154,0,65,65,505,1568,6016,32
iLion,lion1325478,People Doing Casual Things,216,6624,6840,6,131,137,796,1671,4236,34
IM NaMTaB,malachi1987,The Trophy Avengers,7,7111,7118,0,75,75,476,1545,5022,31
JayPBM,JayPBM,Hail to the Ping Baby,119,13444,13563,4,223,227,1337,3328,8671,52
Jerry Appleby,Jerry_Appleby,The Trophy Avengers,90,21189,21279,2,403,405,1799,5021,14054,72
JMeeks,JMeeks1875,The Backdoor Bandits,179,11917,12096,5,221,226,1146,3176,7548,48
Joooooink,Joooooink,THS,329,14413,14742,6,158,164,950,3082,10546,49
JoyPolarTwin,Floreli,Team Sleep,0,10277,10277,0,135,135,728,2033,7381,39
jvaferreira,jvaferreira,Started from the bottom... and still sofa king here,172,8381,8553,4,124,128,459,1698,6268,34
kb420mcl,kb420mcl,Snakes in the Grass,1213,24787,26000,52,464,516,2587,6307,16590,89
kdogg2010,kdogg2010,The Leftovers,80,16676,16756,1,162,163,1150,3552,11891,54
KevlarPrime81,KevlarPrime81,Lord of the Pings,173,957,1130,5,22,27,154,214,735,14
kinjall,kinjall,My Drinking Team Has A Trophy Problem,51,7241,7292,1,130,131,586,1775,4800,33
Kratos2810,WWE_Kratos2810,My Waifu Is Still Better Than Yours,156,9006,9162,4,155,159,662,2007,6334,37
Labartu,whatev0r,TBC,69,9066,9135,2,154,156,722,2080,6177,38
Laburnski,Laburnski,My Waifu Is Still Better Than Yours,195,9017,9212,5,194,199,675,1919,6419,38
leptonic,leptonic,Mighty Morphin Trophy Rangers,414,28316,28730,41,320,361,2436,6150,19783,89
LionSquid,Lion_Squid,Who Needs Platinum's When You Can Get Lots of Bronzes?,51,7624,7675,1,88,89,436,1462,5688,31
luffybuggy,luffybuggy,Your Bag is Full Please Remove Some Trophies to Continue,338,10448,10786,10,172,182,796,2445,7363,42
Martz,Martz4040,People Doing Casual Things,120,2538,2658,5,37,42,210,616,1790,18
mattigummi,mattigummi45,Team Sleep,6,8068,8074,0,137,137,620,1867,5450,35
Mendel,Mendel_Skimmel,TBC,128,15658,15786,2,278,280,1242,3380,10884,55
MikeKeese,MikeKeese,Snakes in the Grass,907,21170,22077,32,423,455,2323,5629,13670,79
MikelAL93,Mikel93,Super Gamindustri 64,804,8546,9350,15,110,125,867,2261,6097,39
Molasar,Molasar,Hail to the Ping Baby,7,13750,13757,0,232,232,946,3144,9435,49
morg106,morg106,Dabaholics Anonymous,366,9455,9821,18,185,203,1172,2769,5677,44
Multitasking,Multi_Tasking,Lord of the Pings,168,7593,7761,1,114,115,518,1633,5495,33
neahcrow,neahcrow,Mighty Morphin Trophy Rangers,1310,12065,13375,43,141,184,1079,3066,9046,48
NemoG,NemoG,To Infinity and Beyond,51,4968,5019,1,48,49,252,901,3817,24
NightRusticDawn,NightRusticDawn,THS,135,7980,8115,0,149,149,785,1852,5329,36
Noid,The__Noid,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,0,16406,16406,0,178,178,1206,3703,11319,55
nyannyanexpress,broheimexpress,Lord of the Pings,184,9281,9465,4,136,140,840,2279,6206,39
olsen77,olsen77,TBC,64,15011,15075,2,257,259,1186,3467,10163,54
OmegaDenmad,OmegaDenmad,Hail to the Ping Baby,259,22363,22622,12,406,418,2477,5818,13909,81
PainofDemise,PainofDemise,The Backdoor Bandits,104,5728,5832,3,83,86,417,1483,3846,28
pennysticks,ff_pennysticks,The Trophy Avengers,251,9928,10179,10,159,169,992,2530,6488,42
RED_REBEL44,RED_REBEL44,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,74,28515,28589,2,559,561,2978,6943,18107,98
RemingtonInk,RemingtonInk,Game of Moans: The Second Coming,7,11531,11538,0,222,222,883,2671,7762,44
Resolute,RomanClaret,Dabaholics Anonymous,194,10924,11118,6,159,165,1047,2782,7124,44
