_MK_,MK34567,Roo Kids On The Block,451,6457,6908,16,78,94,624,1716,4474,32
AmbaLaBamba,x-Kohaku,Dabaholics Anonymous,311,7746,8057,5,125,130,749,1849,5329,35
AppleKratue,AppleKratue,My Waifu Is Still Better Than Yours,184,7022,7206,6,127,133,549,1775,4749,32
Arturia,syaoran369,My Waifu Is Still Better Than Yours,500,20203,20703,1,397,398,1648,4941,13716,70
Ashbo82,Bungles--Finger,My Drinking Team Has A Trophy Problem,332,7802,8134,14,163,177,1107,1895,4955,39
AshtimusPrime,Asher1985,Game of Moans: The Second Coming,47,8618,8665,2,139,141,770,2172,5582,37
Attack-Trik,Attack-Trik,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,490,12246,12736,11,192,203,942,3103,8488,47
Azoth658,Azoth658,Game of Moans: The Second Coming,251,15778,16029,10,189,199,1175,3373,11282,54
Bic80,Bic80,The Backdoor Bandits,486,11746,12232,16,210,226,1210,3214,7582,49
bigdrama,bigdrama,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,436,13138,13574,15,239,254,1239,3071,9010,51
BinkUncia,BinkUncia,My Drinking Team Has A Trophy Problem,414,10091,10505,10,148,158,929,2619,6799,42
Blaze Naruto Shippuden,Leo_the_Lion25,Mighty Morphin Trophy Rangers,1570,14459,16029,50,264,314,1874,4198,9643,62
BreadSkin,BreadSkin,TBC,373,22037,22410,12,448,460,2004,5215,14731,77
broadsword93,broadsword93,Started from the bottom... and still sofa king here,258,8046,8304,8,139,147,639,1801,5717,35
C-IRVINE-94,C-IRVINE-94,The Backdoor Bandits,193,12425,12618,7,210,217,1029,2969,8403,47
Carbon_lancer,Carbon_lancer,To Infinity and Beyond,38,11331,11369,0,113,113,823,2428,8005,41
CatNZ,korncat666,Snakes in the Grass,3256,12331,15587,113,235,348,1857,4148,9234,62
cbchaos67,cbchaos67,The Backdoor Bandits,245,13572,13817,10,219,229,987,3255,9346,49
clayser,clayser,THS,656,4612,5268,14,70,84,457,1306,3421,27
Combatting,Combatting,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,216,11294,11510,6,180,186,980,2719,7625,44
DaEastside,Da-Eastside,Roo Kids On The Block,2462,19551,22013,71,386,457,2136,5058,14362,77
