_MK_,MK34567,Roo Kids On The Block,472,6457,6929,17,78,95,633,1723,4478,32
AmbaLaBamba,x-Kohaku,Dabaholics Anonymous,311,7746,8057,5,125,130,749,1849,5329,35
AppleKratue,AppleKratue,My Waifu Is Still Better Than Yours,184,7022,7206,6,127,133,549,1775,4749,32
Arturia,syaoran369,My Waifu Is Still Better Than Yours,524,20203,20727,1,397,398,1653,4948,13728,70
Ashbo82,Bungles--Finger,My Drinking Team Has A Trophy Problem,332,7802,8134,14,163,177,1107,1895,4955,39
AshtimusPrime,Asher1985,Game of Moans: The Second Coming,49,8618,8667,2,139,141,771,2173,5582,37
Attack-Trik,Attack-Trik,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,490,12246,12736,11,192,203,942,3103,8488,47
Azoth658,Azoth658,Game of Moans: The Second Coming,251,15778,16029,10,189,199,1175,3373,11282,54
Bic80,Bic80,The Backdoor Bandits,495,11746,12241,16,210,226,1211,3216,7588,49
bigdrama,bigdrama,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,441,13138,13579,15,239,254,1239,3074,9012,51
BinkUncia,BinkUncia,My Drinking Team Has A Trophy Problem,466,10091,10557,12,148,160,948,2633,6816,42
Blaze Naruto Shippuden,Leo_the_Lion25,Mighty Morphin Trophy Rangers,1574,14459,16033,50,264,314,1874,4198,9647,62
BreadSkin,BreadSkin,TBC,387,22037,22424,12,448,460,2004,5229,14731,77
broadsword93,broadsword93,Started from the bottom... and still sofa king here,258,8046,8304,8,139,147,639,1801,5717,35
C-IRVINE-94,C-IRVINE-94,The Backdoor Bandits,195,12425,12620,7,210,217,1029,2970,8404,47
Carbon_lancer,Carbon_lancer,To Infinity and Beyond,38,11331,11369,0,113,113,823,2428,8005,41
CatNZ,korncat666,Snakes in the Grass,3472,12331,15803,120,235,355,1903,4197,9348,63
cbchaos67,cbchaos67,The Backdoor Bandits,248,13572,13820,10,219,229,987,3256,9348,49
clayser,clayser,THS,656,4612,5268,14,70,84,457,1306,3421,27
Combatting,Combatting,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,216,11294,11510,6,180,186,980,2719,7625,44
DaEastside,Da-Eastside,Roo Kids On The Block,2504,19551,22055,73,386,459,2143,5065,14388,77
DaFaztFingaz,DaFaztFingaz,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,153,4914,5067,5,78,83,350,1084,3550,26
Dark_Adonis,Dark_Adonis,Started from the bottom... and still sofa king here,308,21049,21357,6,309,315,1471,4564,15007,68
Dark_Raven666,Dark_Raven666,Super Gamindustri 64,151,21140,21291,2,417,419,1787,5124,13961,73
Darth_Krid,Darth_Krid,Snakes in the Grass,4035,15455,19490,144,341,485,2877,5378,10750,80
Deceiver,XxDecieverxX,Super Gamindustri 64,493,7462,7955,12,125,137,518,1792,5508,33
Dino_Roar,Dino_Roar,Started from the bottom... and still sofa king here,1032,15632,16664,35,342,377,2047,4362,9878,66
DISCOKING,DISCOKING,People Doing Casual Things,315,11604,11919,14,218,232,1041,2742,7904,46
diskdocx,diskdocx,Hail to the Ping Baby,1209,23791,25000,46,517,563,3165,6524,14748,93
djhmetfan2,TrophyDad,Mighty Morphin Trophy Rangers,2191,33400,35591,59,550,609,3890,8997,22095,119
Dolken,Dolken_swe,THS,535,13066,13601,20,166,186,1130,3246,9039,50
DPatriot,DPatriot,THS,199,7037,7236,5,132,137,521,1524,5054,32
DrHambone,DrHambone,Who Needs Platinum's When You Can Get Lots of Bronzes?,508,9364,9872,13,116,129,897,2172,6674,40
Eric-B14,bubman2,The Leftovers,118,8903,9021,1,108,109,549,1850,6513,35
esstee11,esstee11,Started from the bottom... and still sofa king here,1521,3551,5072,43,76,119,765,1245,2943,30
fancyfox,Fancy_Fox,My Waifu Is Still Better Than Yours,415,15107,15522,12,260,272,1063,3270,10917,53
finally a devil,John_Smith2010,Lord of the Pings,358,5813,6171,8,67,75,360,1128,4608,28
fisty123,fisty123,My Waifu Is Still Better Than Yours,1432,16238,17670,55,306,361,2212,4519,10578,69
Foxyfox,Belle_Arelle,The Trophy Avengers,1316,4738,6054,36,80,116,656,1708,3574,31
frosteeeh21,frosteeeh21,The Leftovers,118,11033,11151,4,95,99,623,2473,7956,39
funkyweed,funkyweed,TBC,153,8381,8534,7,156,163,1007,2232,5132,39
Fynn84,Infynnity84,Team Sleep,87,1746,1833,6,18,24,156,408,1245,16
Gage,ggamer15,Snakes in the Grass,1927,29456,31383,77,570,647,4038,7963,18735,113
Gashead-64,Gashead-64,Lord of the Pings,327,3173,3500,8,51,59,333,883,2225,22
GAZDAN,GAZDAN,My Drinking Team Has A Trophy Problem,692,16258,16950,23,354,377,1834,4559,10180,65
GearsOfTheDead,GearsOfTheDead,Lord of the Pings,525,3271,3796,16,56,72,427,875,2422,24
genolas77,genolas77,Started from the bottom... and still sofa king here,648,14027,14675,23,269,292,1431,3614,9338,56
guylian,guylian,Team Sleep,148,8140,8288,3,128,131,683,1875,5599,35
HaoleDave,HaoleDave,The Leftovers,554,6271,6825,19,104,123,624,1974,4104,33
Haptism,Izularia,Super Gamindustri 64,448,12478,12926,13,221,234,1185,3321,8186,50
hBLOXs,hBLOXs,Who Needs Platinum's When You Can Get Lots of Bronzes?,598,8004,8602,11,164,175,898,1878,5651,38
HellCu3ED,HellCu3ED,To Infinity and Beyond,347,11955,12302,10,251,261,1077,2801,8163,48
honda hoe,HondaHoe,People Doing Casual Things,67,6656,6723,4,147,151,762,1927,3883,34
I Bleed Green,Quickie_Lindsay,Who Needs Platinum's When You Can Get Lots of Bronzes?,102,8130,8232,2,65,67,513,1587,6065,32
iLion,lion1325478,People Doing Casual Things,599,6624,7223,13,131,144,848,1787,4444,35
IM NaMTaB,malachi1987,The Trophy Avengers,271,7111,7382,10,75,85,571,1620,5106,32
JayPBM,JayPBM,Hail to the Ping Baby,283,13444,13727,10,223,233,1389,3385,8720,53
Jerry Appleby,Jerry_Appleby,The Trophy Avengers,430,21189,21619,12,403,415,1863,5122,14219,74
JMeeks,JMeeks1875,The Backdoor Bandits,896,11917,12813,36,221,257,1391,3437,7728,52
Joooooink,Joooooink,THS,379,14413,14792,8,158,166,976,3087,10563,50
JoyPolarTwin,Floreli,Team Sleep,335,10277,10612,12,135,147,802,2136,7527,40
