Dabaholics Anonymous,2679
Game of Moans: The Second Coming,388
Hail to the Ping Baby,3711
Lord of the Pings,1553
Mighty Morphin Trophy Rangers,8111
My Drinking Team Has A Trophy Problem,3130
My Waifu Is Still Better Than Yours,3015
People Doing Casual Things,1654
Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,1089
Roo Kids On The Block,5051
Snakes in the Grass,12572
Started from the bottom... and still sofa king here,3187
Super Gamindustri 64,2231
TBC,1930
Team Sleep,1536
The Backdoor Bandits,1496
The Leftovers,882
The Trophy Avengers,2295
THS,2278
To Infinity and Beyond,535
Who Needs Platinum's When You Can Get Lots of Bronzes?,1692
Your Bag is Full Please Remove Some Trophies to Continue,3127
