_MK_,MK34567,Roo Kids On The Block,497,6457,6954,17,78,95,636,1733,4490,32
AmbaLaBamba,x-Kohaku,Dabaholics Anonymous,320,7746,8066,5,125,130,749,1852,5335,35
AppleKratue,AppleKratue,My Waifu Is Still Better Than Yours,207,7022,7229,7,127,134,550,1777,4768,33
Arturia,syaoran369,My Waifu Is Still Better Than Yours,530,20203,20733,2,397,399,1655,4951,13728,70
Ashbo82,Bungles--Finger,My Drinking Team Has A Trophy Problem,599,7802,8401,17,163,180,1110,2156,4955,40
AshtimusPrime,Asher1985,Game of Moans: The Second Coming,58,8618,8676,2,139,141,771,2175,5589,37
Attack-Trik,Attack-Trik,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,529,12246,12775,12,192,204,956,3115,8500,47
Azoth658,Azoth658,Game of Moans: The Second Coming,251,15778,16029,10,189,199,1175,3373,11282,54
Bic80,Bic80,The Backdoor Bandits,555,11746,12301,19,210,229,1238,3227,7607,49
bigdrama,bigdrama,Professor V.J. Cornucopia's Fantastic Foodmagorium and Great American Steakery,508,13138,13646,17,239,256,1253,3097,9040,51
BinkUncia,BinkUncia,My Drinking Team Has A Trophy Problem,499,10091,10590,13,148,161,960,2636,6833,42
Blaze Naruto Shippuden,Leo_the_Lion25,Mighty Morphin Trophy Rangers,1574,14459,16033,50,264,314,1874,4198,9647,62
BreadSkin,BreadSkin,TBC,398,22037,22435,13,448,461,2006,5236,14732,77
broadsword93,broadsword93,Started from the bottom... and still sofa king here,258,8046,8304,8,139,147,639,1801,5717,35
C-IRVINE-94,C-IRVINE-94,The Backdoor Bandits,203,12425,12628,7,210,217,1030,2973,8408,47
Carbon_lancer,Carbon_lancer,To Infinity and Beyond,42,11331,11373,0,113,113,823,2429,8008,41
CatNZ,korncat666,Snakes in the Grass,3699,12331,16030,128,235,363,1964,4260,9443,64
cbchaos67,cbchaos67,The Backdoor Bandits,249,13572,13821,10,219,229,987,3257,9348,49
